Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Central African Republic (the),CAF,980371513.7,1028934744,990722163.7,983717651.5,1004182172,1013697588,1020233745,1067946130,1082941303,1159738546,1186793864,1200207037,1200196629,1222867623,1300385612,1305652006,1376581800,1428977737,1446257442,1410605203,1347429290,1326618708,1428977737,1312851667,1437332673,1493779883,1547227017,1470809662,1495962938,1525542171,1492780725,1484532469,1389164943,1393822475,1462119071,1567392310,1504695161,1584443042,1658914120,1718634612,1675850365,1750672710,1813986527,1716076873,1818953694,1835473623,1923045638,2011650636,2052972574,2229266676,2332499968,2430339369,2553162919,1624016454,1625333053,1695825714,1776382809,1856804601,1927167164,1986909346,2004791530,2024497027,2034662229,NA
Chad,TCD,1696963335,1720682532,1812913114,1783916402,1739123339,1749666388,1718048300,1731229190,1723313684,1841900244,1876153261,1833984346,1855068125,1699597036,1783928535,1944665265,2002631172,2047382466,2037767258,1600847793,1504033789,1519719630,1600973096,1851985150,1889930453,2301798717,2207846947,2155105711,2488766916,2610336587,2501264394,2714750741,2931969983,2471362276,2721881493,2755538900,2816559566,2975790729,3182655199,3160922431,3133116397,3498379325,3795434054,4354185217,5818470354,6826958691,6871215271,7096007050,7312626256,7621050569,8653710607,8660881920,9430191345,9967712380,10655483044,10950392257,10265387503,9958586279,10195006882,10526057302,10357639676,10233348981,10462164584,NA
Chile,CHL,26775250058,28179684721,29314392035,31026393611,31819806921,32122181797,35731508026,37023559304,38353450489,39863802957,40592898747,44417840219,43964801438,41753702384,42748337927,37228629337,38655447830,42692888124,45980711669,49851508075,53832958966,57345758918,51029522092,48469156376,50458177023,52481507639,55303801646,58876686346,63201243990,69472945427,71788871550,77391556631,86033645570,91702216495,96315019535,1.04919E+11,1.12057E+11,1.2034E+11,1.25371E+11,1.25028E+11,1.31244E+11,1.35383E+11,1.39719E+11,1.46319E+11,1.56084E+11,1.65195E+11,1.75189E+11,1.84243E+11,1.91225E+11,1.89087E+11,2.00152E+11,2.12609E+11,2.25696E+11,2.33163E+11,2.37343E+11,2.4245E+11,2.46701E+11,2.5005E+11,2.60027E+11,2.61959E+11,2.45861E+11,2.74719E+11,2.81423E+11,NA
China,CHN,1.58907E+11,1.15573E+11,1.09124E+11,1.20364E+11,1.42246E+11,1.66357E+11,1.84074E+11,1.73453E+11,1.66342E+11,1.9452E+11,2.32062E+11,2.48446E+11,2.57912E+11,2.77925E+11,2.84346E+11,3.0914E+11,3.04287E+11,3.27321E+11,3.64394E+11,3.92056E+11,4.2277E+11,4.44386E+11,4.84456E+11,5.36633E+11,6.18156E+11,7.01179E+11,7.63934E+11,8.52989E+11,9.48717E+11,9.88623E+11,1.02738E+12,1.12254E+12,1.28222E+12,1.46024E+12,1.65061E+12,1.83142E+12,2.01314E+12,2.19909E+12,2.37163E+12,2.55333E+12,2.77011E+12,3.00102E+12,3.27512E+12,3.60388E+12,3.96837E+12,4.42054E+12,4.98288E+12,5.69199E+12,6.2413E+12,6.8279E+12,7.55411E+12,8.27559E+12,8.92636E+12,9.6196E+12,1.03339E+13,1.10616E+13,1.18192E+13,1.26403E+13,1.34934E+13,1.42964E+13,1.46164E+13,1.58513E+13,1.63251E+13,NA
Colombia,COL,30607351925,32165026477,33905762204,35020145452,37179817273,38518294930,40535396294,42211479870,44715936780,47444734561,50390007352,53393618602,57488453992,61353376866,64878592928,66385888265,69524857850,72416052855,78549620722,82774898286,86158201133,88119913732,88955661311,90355784314,93383320887,96284839836,1.01893E+11,1.07363E+11,1.11727E+11,1.15541E+11,1.20488E+11,1.229E+11,1.27871E+11,1.34758E+11,1.42593E+11,1.50012E+11,1.53096E+11,1.58347E+11,1.5925E+11,1.52555E+11,1.57017E+11,1.59651E+11,1.63649E+11,1.70061E+11,1.79131E+11,1.8778E+11,2.00393E+11,2.13896E+11,2.20919E+11,2.23437E+11,2.3348E+11,2.49702E+11,2.59472E+11,2.72793E+11,2.85066E+11,2.93492E+11,2.99619E+11,3.03692E+11,3.11479E+11,3.21406E+11,2.98096E+11,3.30935E+11,3.5495E+11,NA
Comoros (the),COM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396529307.6,411854883.6,438144886.4,459269612.2,478146971.1,489048534.5,498182064.4,506341211.4,519948520.9,503412824.1,529042761.1,500497533.4,543194886.8,559523658.1,529998808.9,549132860,542039771.6,563884807.4,571116719.1,582107339,645253636.5,660306804.4,675658573.5,689873562.6,703116788.1,723068063.6,742207353.3,748145326.4,777806379.7,803013067.9,833349028.5,867878901.3,895376862.1,935366607.2,955071578.8,966029599.8,998106096.4,1036191458,1073934226,1092843848,1090706717,1113744576,1140337215,NA
Congo (the Democratic Republic of the),COD,19168015352,17088021918,20710801757,21790660917,21258920074,21470945657,22925706424,22699718873,23683229244,25892599200,25829147683,27380192668,27421573863,29652942981,30581253827,29057808604,27515128941,27724462281,26242508948,26355374899,26933852428,27566939114,27440771406,27828153788,29370132388,29507540832,30899473397,31726232824,31875467102,31471907548,29404734879,26928547012,24101047269,20854865032,20041525963,20181816410,19975321586,18853298464,18547091854,17755104912,16528062517,16180944606,16657920858,17587070084,18772152630,19923852569,20983996693,22297485300,23685703159,24361945146,26093586500,27887434695,29863789011,32396822645,35464895084,37917706497,38827503534,40274584268,42619016591,44487659679,45259708654,48065880295,52355494608,NA
Congo (the),COG,1260532902,1365796559,1436849514,1378954531,1431586416,1484218229,1504388494,1536225447,1653459823,1778271654,1891342527,2037978991,2213602867,2395808702,2584730696,2784571652,2810086313,2558487259,2721200576,2988238104,3515261869,4134641255,5110321493,5409477814,5786850075,5718237659,5325879271,5335965242,5430212445,5571391263,5627105374,5761895225,5912392935,5854470214,5532879731,5753382936,6000230769,5962740598,6185601175,6025876621,6482395852,6728895560,7037204811,7094435870,7341083271,7910439996,8542186589,7977206812,8480279465,9467154082,10407362283,10636940303,11695013044,11611693742,12383414503,12434829581,11354834361,10719557072,10472544410,10590305771,9926528916,10027290229,10175228552,NA
Costa Rica,CRI,4791476273,4881521363,5147192861,5502293756,5703625343,6170782350,6600843859,6973799849,7564711135,7980149936,8578911307,9160433275,9909577643,10673498641,11265333466,11501913473,12136538956,13217233964,14045648796,14739380801,14850205527,14514345036,13456892436,13842162284,14952872323,15060772508,15894574653,16651876952,17223393910,18199267198,18845898694,19272881737,21046199579,22539888610,23558472573,24537080463,24868443806,26230281014,28107138561,29291801376,30425018596,31487207678,32563086643,33968893663,35471881195,36882479565,39584746511,42836685682,44866362761,44474474850,46858459462,48921712049,51310359848,52590433319,54453244251,56441920821,58814921623,61260269009,62862779084,64382494197,61631202099,66522107768,69549856034,NA
Côte d'Ivoire,CIV,5492745890,6038315905,6112405709,6998115048,8230699197,7974752908,8898018737,9307163144,10475049117,11474286968,12664747895,13862407214,14449705425,15307901974,15970333194,17288346645,19521378208,20949261443,23234711410,23791045074,21184094379,21925643372,21969674963,21112804815,20542492761,21467156207,22166845698,22089489411,22340532916,22999132931,22747083498,22756392781,22700739608,22657044067,22840839522,24468419440,26359663693,28903065480,30135465007,30487103688,30406072179,29751121587,28938759335,27571152177,28449303913,28732677633,29541668754,29867049487,31295490702,32423167868,34643522420,32783010326,35281210702,39077544169,42739891586,45815005171,49101205371,52739979049,55294253266,58898491241,59921923458,64116458097,68438760123,NA
Croatia,HRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33753660942,35794835304,38003155110,38857076815,38524509474,39663399792,40901240711,43281929258,45705558649,47616027559,49667084541,52188600674,54837183541,55940317619,51902597375,51257411060,51214895966,50016515133,49818052793,49606015319,50857353544,52669038860,54459561789,55995497412,57899185639,52924821247,60220479617,64042742435,NA
Cuba,CUB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23120654813,25105299225,26317053149,27220909322,27488896946,30093861943,31727344869,34490638879,36765640924,37165718489,35363388174,42325850269,46100569047,48595287844,52448756410,53286192381,53336975926,52055729738,53984675578,54351816305,52749217703,47108903627,41653408482,35456139102,35710334910,36587809679,39455836536,40554060177,40618600362,43132386148,45683563279,47138598430,47810239203,49623557376,52487103646,58366528733,65408954115,70159041951,73047369064,74107509498,75878940053,78005296225,80357078126,82564971264,83429902609,87132800000,87579654549,89164663931,91169039693,91020354637,81054459000,82070633423,83527267339,NA
Curaçao,CUW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2881155233,2861109489,2872469959,2880748035,2886753273,2906280004,2953824847,3026783235,3093010556,3076577136,3079109362,3094765327,3083966132,3064361463,3044829273,3058779212,3026120391,2987500760,2924640415,2830872591,2320226810,2417298416,2608023261,NA
Cyprus,CYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3097506763,3725256534,4334783043,4671916605,5134696546,5430108203,5566783942,5901999471,6231459805,6777204473,7108104245,7371384893,7892191724,8574612009,9256072913,9941392506,10014909223,10956310592,11033004819,11683951960,12661018856,12819102005,13157640983,13961684259,14659483712,15533967406,16147956873,16749138282,17188516103,18052470038,18928557102,19820816852,20831295663,21590973851,21155859082,21582085267,21668723946,20921841583,19550816932,19193172057,19842492367,21123236844,22359482804,23632372771,25012476143,24164337972,26559339985,27902745979,NA
Czechia,CZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20142E+11,1.06188E+11,1.0565E+11,1.05715E+11,1.08791E+11,1.15863E+11,1.20805E+11,1.20179E+11,1.1975E+11,1.21408E+11,1.26265E+11,1.30108E+11,1.3215E+11,1.36886E+11,1.43476E+11,1.52948E+11,1.63298E+11,1.72394E+11,1.77025E+11,1.6878E+11,1.7289E+11,1.75934E+11,1.74553E+11,1.74472E+11,1.78419E+11,1.88033E+11,1.92804E+11,2.02769E+11,2.09299E+11,2.1564E+11,2.03774E+11,2.11014E+11,2.15975E+11,NA
Denmark,DNK,82924593127,88214214003,93213156642,93806944243,1.02503E+11,1.07172E+11,1.1011E+11,1.16199E+11,1.22652E+11,1.30635E+11,1.32721E+11,1.3671E+11,1.42081E+11,1.47897E+11,1.46237E+11,1.44107E+11,1.52644E+11,1.55499E+11,1.58961E+11,1.65112E+11,1.64314E+11,1.6322E+11,1.69234E+11,1.73627E+11,1.80861E+11,1.88102E+11,1.97327E+11,1.97828E+11,1.97801E+11,1.99078E+11,2.02014E+11,2.0483E+11,2.08838E+11,2.08861E+11,2.19998E+11,2.26659E+11,2.33232E+11,2.40837E+11,2.4618E+11,2.53437E+11,2.62933E+11,2.65097E+11,2.66334E+11,2.67372E+11,2.74507E+11,2.80921E+11,2.91913E+11,2.94567E+11,2.93059E+11,2.7868E+11,2.83894E+11,2.87689E+11,2.88341E+11,2.91032E+11,2.95745E+11,3.02673E+11,3.12498E+11,3.21316E+11,3.27708E+11,3.32603E+11,3.24539E+11,3.46752E+11,3.56222E+11,NA
Djibouti,DJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105985489,2254700565,2424391785,2597091694,2738843335,2869607134,3028730597,3068599694,3207372443,3307565405,NA
Dominica,DMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211483620.9,233764997.6,190847414.3,216388871.6,239822338.8,249721445.9,256105120.2,266852947.6,270644749.8,289788417.8,308066999.4,332147435.3,331512580.3,349473877.5,354183964.1,361371847.2,369182589.3,369309888.9,380503164.2,392314752,400889291.9,416019763.2,417492801.9,427263049.1,426990264.1,414914984.2,441275102.1,454737038.8,457719487.4,479046723.2,509480429.5,545760826.3,539377658.8,543005698.4,541791805.5,536054228.9,530694004.9,555922065.3,540737037,555681105.2,518900602.7,537309039.6,566874380.6,472749937.5,505325005.6,533867403,NA
Dominican Republic (the),DOM,4530917998,4426106594,5180635649,5517527341,5890780624,5155503170,5849606339,6044254464,6058691800,6718570935,7943143553,8806679709,9722060448,10975794393,11634550915,12238762621,13062201580,13712932242,14006482881,14641172537,15807889291,16484446004,16764468711,17540319328,17760081283,17383117346,17995349557,19816005179,20243230985,21134042221,19981325537,20169977002,22433236555,24085335187,24711639228,26116602361,27677807175,30137054815,32160600643,34070956124,35659263105,36536308517,38178653365,37664880865,38632918880,42275322011,46153810301,49576554588,51167716220,51651842211,55959425618,57712871132,59281142165,62171219427,66554578678,71164826837,75903835172,79446042998,84993384866,89287393475,83287066904,93508047621,98050971574,NA
Ecuador,ECU,11683345572,12282048671,12886220692,13157651953,14132271517,14595115067,14545560909,15217722034,15508295062,16232414265,17347894301,18439528973,19364758285,22066274158,24539574622,27232094541,29246503667,29715863874,31411696206,32584624146,33793084552,35689844470,35909281820,35788314664,36727855722,38173097363,39495712166,39393379286,41713833407,42133381944,43683854187,45558477943,46521725706,47439700808,49459802090,50573908255,51449720655,53676394986,55429750211,52802720506,53379221434,55522733410,57797375793,59371127440,64246103133,67645562499,70624352725,72171071230,76759080483,77193914220,79915230251,86203073183,91066617872,95571238386,99192306979,99290381000,98072699669,1.00395E+11,1.0169E+11,1.01702E+11,93781977160,97753879512,1.00635E+11,NA
Egypt,EGY,20297834751,21345429172,22172696194,24504840916,27324754469,28667504460,30114182469,30356681178,29868912347,31445846805,33206347268,34553643779,35609492777,36858257211,37432854799,40779032775,46194361686,50353260517,54698126369,57185627389,62910668709,67533693106,74224371655,78005663121,85607909951,90565897014,94862819135,98498676314,1.03878E+11,1.0899E+11,1.15166E+11,1.16462E+11,1.21671E+11,1.25201E+11,1.30175E+11,1.36219E+11,1.43014E+11,1.50869E+11,1.59281E+11,1.68923E+11,1.79683E+11,1.86035E+11,1.90482E+11,1.96565E+11,2.04609E+11,2.13758E+11,2.28387E+11,2.44575E+11,2.62078E+11,2.74326E+11,2.88446E+11,2.93536E+11,3.00071E+11,3.06629E+11,3.1557E+11,3.29367E+11,3.43683E+11,3.58053E+11,3.77141E+11,3.98081E+11,4.12213E+11,4.25778E+11,4.53827E+11,NA
El Salvador,SLV,NA,NA,NA,NA,NA,8436981024,9041164856,9532719324,9841264124,10184273395,10487489268,10892123610,11558452941,12120387185,12767131180,13140382331,13803874423,14739785630,15524349903,14875390870,12519595405,11803350547,11058739557,11228936354,11378871629,11448773885,11471061561,11758775195,11979625802,12095116486,12679661441,12869106686,13772770637,14574113893,15257940313,15980263628,16109937379,16615462392,17056150529,17424910258,17621447036,17776447691,18056056716,18338704970,18501810235,18997812331,19821747187,20187974225,20622904513,20188015295,20622904513,21401127325,22019127793,22499794824,22888906230,23438240000,24033351542,24582685312,25177796853,25772908395,23758684707,26413797810,27100464997,NA
Equatorial Guinea,GNQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132086051.1,139706650.8,142782538.5,149927929.6,151444273.2,170988427.5,167003445.9,174412950.1,179044071.3,176843300.8,173733398,171957427.7,231704586.2,257269046.8,300152801.2,352638311.6,587424889.6,1468403405,1817508713,2283954430,2699948864,4411173090,5269712387,6005113942,8286980786,9674942387,10420388727,12012844403,14151023688,14341122355,13061295372,13913404307,15070007776,14447134440,14507099627,13185496881,12023008462,11341603435,10634279339,10051326715,9569759527,9594971478,9957665857,NA
Eritrea,ERI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154926146,1310318716,1588386838,1633788955,1785058837,1926233510,1960377600,1960641860,1899038769,2065307885,2127379251,2070886356,2100950150,2155038051,2134151054,2164601595,1952837971,2028539765,2073049789,2252986366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10254019389,10760877053,12165173095,12693120380,12639171425,13914164835,14749525967,15748270638,16945180968,18098132398,19822237764,21757994919,23407063928,22205813183,18957312552,19420679530,20831219911,21503693455,21817309478,22474308646,22890762090,23613094924,24980775932,25926098667,26895658711,26747463293,28890861347,28518917122,NA
Eswatini,SWZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419059494,476653495.9,502508584.3,547828194,579292634.6,659863226.9,645877836.4,652398573.3,661056742.2,681595411.9,766447580.3,878666551.1,888969512.9,899658081.4,955092809,991313898.5,1112893374,1275449149,1359243882,1534737274,1857308363,1890003980,1950979419,2011579066,2059870865,2159273055,2242233484,2311805625,2372005954,2442000890,2484984349,2511195091,2621187925,2722895615,2821571016,2990830757,3170046325,3310649786,3337852201,3390091218,3518702972,3597776312,3791935013,3938349731,3974709779,4063245671,4106422134,4189641988,4289359468,4404836243,4336136536,4799380622,4822247028,NA
Ethiopia,ETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10919390083,11019413210,11926862518,11587182915,10295866350,11290613046,12855416412,12920165915,12873518408,13224508680,12280612058,11215578415,12689623266,13094417753,13896779696,15623617690,16113247316,15556028804,16359053695,17352574604,18793064976,19077728362,18665390026,21198769338,23704202269,26272487888,29282307976,32441436122,35297110795,39727088220,44167899824,47987456603,53065618850,58508820968,64589328551,70682351658,77442545815,82721144195,89640011587,95071775776,1.00435E+11,1.05776E+11,NA
Faroe Islands (the),FRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2162939073,2069867758,2057925881,2134237769,2283989845,2417672956,2549017907,2573905971,2611740222,2703524764,2777372953,2899302496,2843437738,3007093233,3169430572,NA
Fiji,FJI,864434181.6,894841362.8,927110256.3,986063083.4,1034156148,1006231171,1006231171,1140581430,1230872383,1262830883,1423244642,1521291776,1635164674,1825054198,1872526593,1882454939,1933961979,2048143323,2086308456,2341355904,2303813270,2449644433,2303192778,2211983511,2397635829,2287021502,2464263564,2301252036,2323246365,2496064122,2640835909,2569533241,2726274818,2784345356,2926346958,2999505589,3143481870,3074325289,3114291532,3388349147,3330747265,3397362215,3506077776,3541138530,3728818862,3754920609,3824479908,3791946805,3831109812,3778009185,3889636981,3994857225,4051237219,4243031681,4480790593,4682479912,4796997076,5053797836,5246466346,5216010386,4327208949,4115996320,4939873229,NA
Finland,FIN,50609868257,54458581968,56082507222,57924873462,60959376045,64191965074,65715126795,67140375446,68686812988,75276136628,78899731716,80759336344,87006463098,93082844695,96095501718,97829927773,98166836910,98401957115,1.01275E+11,1.08488E+11,1.14334E+11,1.15839E+11,1.19439E+11,1.23161E+11,1.27149E+11,1.31661E+11,1.3529E+11,1.40126E+11,1.47437E+11,1.54937E+11,1.55975E+11,1.46794E+11,1.41958E+11,1.41018E+11,1.46607E+11,1.52789E+11,1.58392E+11,1.68424E+11,1.77615E+11,1.85394E+11,1.96098E+11,2.01216E+11,2.04651E+11,2.08752E+11,2.17085E+11,2.2312E+11,2.32106E+11,2.44406E+11,2.46322E+11,2.26433E+11,2.33647E+11,2.39599E+11,2.36251E+11,2.34121E+11,2.33266E+11,2.34534E+11,2.41128E+11,2.48826E+11,2.51662E+11,2.54744E+11,2.48745E+11,2.55805E+11,2.59985E+11,NA
France,FRA,5.21063E+11,5.47013E+11,5.84447E+11,6.2088E+11,6.62182E+11,6.94374E+11,7.30841E+11,7.66807E+11,8.01246E+11,8.58211E+11,9.10636E+11,9.59053E+11,1.00232E+12,1.06591E+12,1.11176E+12,1.10108E+12,1.14906E+12,1.18886E+12,1.23616E+12,1.28005E+12,1.30025E+12,1.31415E+12,1.34708E+12,1.36379E+12,1.38444E+12,1.4069E+12,1.43979E+12,1.47667E+12,1.54671E+12,1.6139E+12,1.66109E+12,1.6785E+12,1.70535E+12,1.69463E+12,1.73459E+12,1.77113E+12,1.79616E+12,1.83812E+12,1.90409E+12,1.96923E+12,2.0465E+12,2.0871E+12,2.1108E+12,2.12817E+12,2.18839E+12,2.22479E+12,2.27928E+12,2.33455E+12,2.3405E+12,2.27325E+12,2.31757E+12,2.36838E+12,2.3758E+12,2.38949E+12,2.41234E+12,2.43919E+12,2.46591E+12,2.52241E+12,2.56946E+12,2.61681E+12,2.41949E+12,2.57519E+12,2.63841E+12,NA
French Polynesia,PYF,NA,NA,NA,NA,NA,2168263977,2375909473,2263311164,2601241676,2531373859,2572552005,2881320209,2746039957,2960301403,3493186706,3321926158,3594444234,3669172468,4032147530,4190446585,4210766113,4322183948,4395600113,4501958486,4608217873,4554265401,5171267920,5236934248,5048476249,5157416355,5164114972,5352890580,5274878180,5206427003,5119671000,5099757046,5065663305,5059441928,5147140999,5244449388,5414653326,5396157109,5441818392,5557561997,5611540325,5628934612,5679008720,5775834435,5776225318,5531810592,5395392592,5235583358,5187021348,5207707263,5238617841,5325846362,5452049984,5690550041,5794802524,5951258396,5531635723,5647511818,5899733908,NA
Gabon,GAB,1696430402,1946939619,2091971271,2219423267,2320505871,2513881414,2627207303,2735320899,2803944654,3030584989,3293619830,3631503426,4043205905,4454902662,6214014316,7406490804,10045078185,8781197290,6669389058,6701028992,6872102051,7222258279,6998547355,7391042735,7946028914,7760652085,7698287661,6378336009,7197655800,7812717801,8218372647,8720720961,8451237981,8784770737,9110927738,9564091413,9910794415,10479512211,10843972206,9875321072,9689372095,9896262806,9871617829,10093465659,10163064451,10435048721,10142180902,10751534087,10395827038,10409376036,11147389067,11937934403,12564804521,13273296029,13846034032,14383107763,14683922149,14753324537,14876945090,15460241661,15176119360,15407831406,15855897832,NA
Gambia (the),GMB,NA,NA,NA,NA,NA,NA,253504725.7,253504725.7,277780702,284546114.5,302056645.8,301857659.9,302587264.3,330577582.5,350011556.3,393389990.3,422308976.5,436834615,464427038.9,458258597.2,486991776,503169126.7,499321982.9,553664331.6,573237790.3,568581582.3,591842657,606368444.3,633514510,670864763.6,694740031.2,716325876.5,740528298.6,762833761.7,764011164.8,770748583.8,787886530.3,826492963.3,855420206.2,910167091.3,960226283.3,1015919410,982902027.7,1050427393,1124482525,1098037739,1091937250,1125167625,1195557049,1275249586,1350595614,1240786190,1305822858,1343336129,1324430252,1378176609,1404959537,1472715274,1579264609,1677527292,1687449653,1759427686,1835641393,NA
Georgia,GEO,NA,NA,NA,NA,NA,7043735177,7574525089,8047932873,8406575707,8808254481,9869835550,10113712882,10400626154,11074873947,12050381339,12939813394,13728826828,14675642256,15765914459,16927916916,17702583469,18635053538,19008041317,19825745746,20901673696,21934562387,20141351396,20399572151,21532882230,19983547880,17028335676,13435356725,7402881628,5233837165,4689518415,4811445741,5350327760,5913130943,6096727906,6271658701,6386953178,6693875229,7060287035,7841064635,8295414838,9090909788,9947252640,11198512917,11469356977,11050666537,11739378353,12603474269,13412211067,13897136763,14514384819,14953673796,15388293170,16133487152,16914819009,17757574574,16557084432,18289872263,20190828886,NA
Germany,DEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39878E+12,1.4426E+12,1.50464E+12,1.57653E+12,1.59056E+12,1.57677E+12,1.65481E+12,1.7102E+12,1.76165E+12,1.83477E+12,1.86061E+12,1.87046E+12,1.86308E+12,1.89237E+12,1.94579E+12,1.99109E+12,2.03663E+12,2.06519E+12,2.14175E+12,2.2252E+12,2.34214E+12,2.46178E+12,2.50912E+12,2.48461E+12,2.54404E+12,2.58333E+12,2.60414E+12,2.65081E+12,2.7042E+12,2.75523E+12,2.83548E+12,2.88316E+12,2.87745E+12,2.85731E+12,2.89088E+12,2.91203E+12,3.02317E+12,3.11315E+12,3.14304E+12,2.96408E+12,3.08797E+12,3.20918E+12,3.22261E+12,3.23671E+12,3.30823E+12,3.35759E+12,3.43246E+12,3.52446E+12,3.55904E+12,3.59732E+12,3.45966E+12,3.56911E+12,3.63358E+12,NA
Ghana,GHA,7657874861,7920515005,8245981529,8609297348,8799504922,8919970044,8540131819,8802771963,8835241896,9365901983,10276592895,10812632781,10543651738,10847792249,11591139039,10150171634,9791852020,10014529236,10863354285,10590147289,10640100584,10267370737,9556493881,9120360586,9909050102,10413581008,10954999818,11480280981,12126410569,12743144374,13167340443,13862816506,14400613255,15099043077,15597311460,16238738255,16986119876,17698918181,18530836500,19346192718,20062001864,20864481964,21803383560,22937159535,24221640466,25650718179,27292341725,28478690449,31084433366,32590314715,35164855698,40104506435,43831333760,47036511007,48379986726,49406009812,51072704631,55224351104,58648303771,62465003301,62786036982,65973349076,68003831000,NA
Gibraltar,GIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,41914771900,47449131819,47622231252,53263021527,58274899620,64549946934,68742144752,72639470659,77872213936,86877097667,94317927816,1.01714E+11,1.12048E+11,1.21115E+11,1.13317E+11,1.20532E+11,1.28791E+11,1.32579E+11,1.42186E+11,1.46853E+11,1.47848E+11,1.4555E+11,1.43902E+11,1.4235E+11,1.45212E+11,1.48856E+11,1.49626E+11,1.46247E+11,1.52517E+11,1.58313E+11,1.58313E+11,1.63221E+11,1.64363E+11,1.61734E+11,1.64968E+11,1.68432E+11,1.73253E+11,1.81022E+11,1.88072E+11,1.93851E+11,2.0145E+11,2.09773E+11,2.18002E+11,2.30634E+11,2.42306E+11,2.43758E+11,2.57536E+11,2.65968E+11,2.65076E+11,2.53676E+11,2.3978E+11,2.15444E+11,2.00176E+11,1.9514E+11,1.96068E+11,1.95684E+11,1.9473E+11,1.96857E+11,2.00141E+11,2.03903E+11,1.84907E+11,2.00402E+11,2.11538E+11,NA
Greenland,GRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713408661.2,806585906,856410923.9,914698328.4,966893338.3,973141791.1,1031133340,1122103174,1189616948,1247439440,1355667364,1364686341,1304371834,1349466794,1279569603,1326355632,1420491372,1498843859,1582833234,1688242726,1490388563,1488697500,1412599749,1341575186,1421055061,1474041621,1496589112,1518572904,1636383513,1658930987,1776741578,1799289052,1781814765,1860749974,1989264212,2088478601,2204508100,2256367786,2395498418,2416242292,2458184032,2445978671,2480080343,2447881939,2563963822,2499113023,2616120348,2617499780,2633808517,2708402651,2713483852,2748493505,NA,NA
