Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Grenada,GRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294935712.5,310689415,328094495.5,326339898.5,331346564.4,345012163.7,357544988.9,370303857.5,392446947.5,420680655.5,458951762.8,472567905.6,490372992.1,510049757.1,517116730.2,512715297.5,502672150.4,511185185,522070746.5,545241471.6,572588028.2,639887179.2,684028916,717463922,702943169.4,727105600.4,795918681.2,790765503.2,895749020.7,859960907,912620191.3,921267656.7,860341634.6,855944031.1,862490064.7,852529700.2,872573509.1,936638937.8,997007407.4,1034291536,1080200383,1127312678,1134939081,978809798.8,1024691294,1089874059,NA
Guam,GUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800664422,4842877343,5157363603,5345211101,5149976342,5186912648,5292444950,5315662056,5435968881,5440190173,5556275705,5650199454,5751510464,5799000000,5809553230,5861264058,5814829845,5965741037,5286113012,5342045132,NA,NA
Guatemala,GTM,7658203954,7987393256,8269867519,9058899212,9478597327,9892031877,10437290961,10866490695,11819051078,12378908774,13085482478,13816143701,14829288651,15835134733,16844629307,17173098033,18441720401,19881875045,20875310671,21859259273,22681162648,22827877702,22022033300,21455606465,21562175981,21430789243,21461445900,22222035960,23087003613,23997229398,24741758600,25646873675,26887756327,27943673995,29070849569,30509434369,31411836282,32782677072,34419689166,35743836013,37033784130,37897624870,39352623487,40360199271,41626668759,42990369636,45290955325,48161368666,49747574902,49984820145,51426470045,53567820371,55161306913,57199417471,59741346761,62186064719,63851284749,65817809494,68060138938,70794725855,69526185112,75089954137,78182161579,NA
Guinea,GIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961299961,3059021049,3251987666,3382180212,3528427807,3620640551,3739069796,3927673881,4083606426,4271765665,4462353698,4693575172,4864614741,5050054052,5176459963,5365832803,5642957112,5713415146,5847115763,6022369759,6094011997,6509469505,6778506931,6702408562,7025019626,7419271580,7858142732,8168200455,8470142324,8794202394,9745790250,10749607167,11433120071,12075308646,12669445997,13163554391,13782241447,NA
Guinea-Bissau,GNB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364481445.2,350226694.5,372553159.1,376688099.7,393862218.2,424763010.6,445760980.2,413799606,468115121.8,477450013.1,401284076.4,474187474,494103737.4,477312672.2,520792147.8,542490915.7,538184364.4,553791711,579266129.7,614601363.7,652092046.8,685348741.3,692887577.3,707438216.4,730076239.5,762199594.1,850614747,905904705.5,651345666.9,658025460.4,693736419,708921662.7,701937525.8,705928112.1,725421625.1,756368829.2,773836093.3,799086020.3,824685278.8,852468719.4,891775803.9,963873913.4,947365808.6,978211132.4,987646573,1048229633,1113878218,1179810637,1194956299,1248729332,1218759828,1265072731,1309350904,NA
Guyana,GUY,1555849244,1628811172,1646808327,1444602377,1608713286,1778288056,1871350740,1952073734,1972079124,2110013963,2199804697,2268281337,2193027226,2220324260,2391352284,2594211213,2634081990,2564577004,2518255902,2472028373,2514890619,2552517555,2215837057,2065328835,1961468862,2008537592,1990448658,2008350685,1934171588,1839074818,1782661480,1890652727,2037327406,2203881071,2391925530,2512273985,2712138382,2879766586,2831412296,2915226398,2875468427,2941015353,2974326086,2955521641,3001726851,2943164433,3094137271,3316643991,3374858506,3496741807,3641452425,3830671453,4032790344,4180123674,4250621228,4279840194,4442793237,4608708975,4813377726,5071030136,7275896377,8735441013,14270953619,NA
Haiti,HTI,6694501173,6498219718,7010771730,6878072365,6764765933,6911006499,6871213835,6725703088,6939689223,7204226240,7251136826,7721038083,7796480945,8167228726,8639285493,8736283459,9473524043,9824816187,10434825617,11223742406,12051458381,11707665258,11290433896,11392971524,11427254916,11496233403,11439039091,11348253306,11370998251,11039712814,11154318590,11364080540,10760655486,10176750468,8960564746,9847455234,10255216034,10532590290,10762394593,11054082178,11150259244,11112041966,11228920661,11619774655,11466642670,11818917813,12027964993,12594064767,12928819077,13690375514,12916662363,13575181393,13643386417,14233433426,14644604938,14849629408,15118774201,15498296457,15756778743,15485274162,14973407577,14704149790,14456828346,NA
Honduras,HND,2488221555,2534394470,2680498409,2776471958,2926863604,3191368848,3362867976,3563884850,3799036503,3823936864,3962620383,4120927211,4358387600,4701386276,4643670096,4742611928,5240619049,5784799119,6129932487,6473817206,6512618292,6433031815,6299568220,6356623024,6758825363,7139092751,7519661681,8018843592,8158855312,8381416559,8615404668,8329432815,8835336566,9409255133,9429193673,10012795187,10200112186,10669121817,11052168152,10970862758,11770779975,12091321063,12545270108,13115708313,13933118991,14776156180,15746542344,16720989902,17428555329,17004757718,17639229094,18315815357,19072018182,19604424966,20203944076,20979791685,21796529143,22852116285,23730778961,24360372249,22176523297,24956150020,25953884374,NA
Hong Kong,HKG,NA,12533019699,14324141704,16582122578,18012856241,20650332600,21020965134,21357987512,22083598535,24588706132,26852557272,28810924331,31868297424,35781578443,36645773804,36826025527,42778706307,47794791768,51743064182,57722794231,63557494158,69443415041,71491907961,75765001806,83321646672,83952527702,93234455502,1.05726E+11,1.14726E+11,1.17338E+11,1.21832E+11,1.28779E+11,1.36809E+11,1.45292E+11,1.54062E+11,1.57719E+11,1.64436E+11,1.72822E+11,1.62655E+11,1.66733E+11,1.7951E+11,1.80517E+11,1.83507E+11,1.89116E+11,2.05569E+11,2.20757E+11,2.36282E+11,2.51557E+11,2.5691E+11,2.50592E+11,2.67552E+11,2.80434E+11,2.85202E+11,2.94048E+11,3.0217E+11,3.09386E+11,3.16116E+11,3.28116E+11,3.37457E+11,3.31814E+11,3.10097E+11,3.30073E+11,3.18598E+11,NA
Hungary,HUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78733089075,76320565233,75880875956,78117202649,79280778284,79346116188,81840061575,85031827661,87643177933,91568886542,95299483590,99817905185,1.03885E+11,1.09084E+11,1.13768E+11,1.18257E+11,1.18586E+11,1.19776E+11,1.11873E+11,1.13077E+11,1.15188E+11,1.13748E+11,1.15799E+11,1.20699E+11,1.25174E+11,1.27929E+11,1.33394E+11,1.40547E+11,1.47384E+11,1.40699E+11,1.50669E+11,1.57531E+11,NA
Iceland,ISL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9144289755,9561920769,10113797776,10858456576,11296586995,11859726688,12335716528,12404737216,12670532079,13659137612,14495683158,15411374461,16714384610,17083688340,15774426999,15327572988,15610486136,15776524981,16494745020,16773046836,17517210519,18621440660,19402600567,20351227274,20729999827,19234191330,20101217708,21556161805,NA
India,IND,1.36368E+11,1.41445E+11,1.45591E+11,1.54318E+11,1.65819E+11,1.61449E+11,1.61359E+11,1.73987E+11,1.79882E+11,1.91645E+11,2.01529E+11,2.0484E+11,2.03707E+11,2.1042E+11,2.12914E+11,2.32395E+11,2.3626E+11,2.53401E+11,2.67876E+11,2.53844E+11,2.70943E+11,2.87216E+11,2.97199E+11,3.18862E+11,3.31044E+11,3.48438E+11,3.65082E+11,3.79559E+11,4.16102E+11,4.40849E+11,4.65243E+11,4.7016E+11,4.95936E+11,5.19496E+11,5.54089E+11,5.96059E+11,6.41058E+11,6.6702E+11,7.08271E+11,7.70923E+11,8.00534E+11,8.39152E+11,8.71073E+11,9.39543E+11,1.01398E+12,1.09432E+12,1.18253E+12,1.27313E+12,1.31242E+12,1.41561E+12,1.5359E+12,1.6164E+12,1.7046E+12,1.81345E+12,1.94783E+12,2.10359E+12,2.27727E+12,2.43202E+12,2.58897E+12,2.68921E+12,2.5324E+12,2.76159E+12,2.96152E+12,NA
Indonesia,IDN,52777607845,55807383385,56835342943,55563919279,57525157909,58147343958,59770437998,60595510801,67209619011,71794859672,77218698920,82642538168,88458625142,95627290482,1.02545E+11,1.08295E+11,1.15962E+11,1.25546E+11,1.34171E+11,1.43755E+11,1.5813E+11,1.70589E+11,1.74423E+11,1.8209E+11,1.94548E+11,1.9934E+11,2.10841E+11,2.21383E+11,2.33841E+11,2.5205E+11,2.70259E+11,2.88572E+11,3.07322E+11,3.27286E+11,3.51964E+11,3.80895E+11,4.10674E+11,4.29975E+11,3.73534E+11,3.76489E+11,3.95012E+11,4.09405E+11,4.27826E+11,4.48277E+11,4.70829E+11,4.97632E+11,5.25006E+11,5.58318E+11,5.91894E+11,6.19292E+11,6.57835E+11,6.98422E+11,7.40538E+11,7.81691E+11,8.20828E+11,8.60854E+11,9.04182E+11,9.50022E+11,9.99179E+11,1.04933E+12,1.02766E+12,1.06571E+12,1.12229E+12,NA
Iran (Islamic Republic of),IRN,50230111893,55449481810,59835129891,64048764752,69477043755,81312952502,90665899474,1.00868E+11,1.15398E+11,1.33303E+11,1.4787E+11,1.68131E+11,1.92508E+11,2.06834E+11,2.18833E+11,2.18119E+11,2.57948E+11,2.50794E+11,2.1859E+11,1.92314E+11,1.50775E+11,1.42185E+11,1.75131E+11,1.94548E+11,1.80657E+11,1.84031E+11,1.66024E+11,1.65738E+11,1.55658E+11,1.65203E+11,1.87662E+11,2.11526E+11,2.18502E+11,2.15288E+11,2.11632E+11,2.16713E+11,2.30475E+11,2.33588E+11,2.38446E+11,2.43222E+11,2.57439E+11,2.63598E+11,2.84893E+11,3.09506E+11,3.22928E+11,3.33229E+11,3.4989E+11,3.78426E+11,3.79375E+11,3.83197E+11,4.05415E+11,4.16141E+11,4.00547E+11,3.94451E+11,4.14114E+11,4.08213E+11,4.44197E+11,4.5645E+11,4.48061E+11,4.34303E+11,4.48766E+11,4.69947E+11,4.87695E+11,NA
Iraq,IRQ,NA,NA,NA,NA,NA,NA,NA,NA,11719960412,12100177781,12650053065,13329936812,13827850446,14438869358,16765457417,18859574485,22098725967,22518592787,26359581202,31860629534,39747322740,39457673065,40812640889,35477076846,34950156508,35458295527,37106251927,40559093083,40551371874,39286763063,62001516292,22291338827,29556579057,38509216456,39993566700,40841438912,45342486349,54972294638,74134039678,87168483738,1.01919E+11,1.03714E+11,95211152165,60308502640,92502263396,94048799140,99359074413,1.01233E+11,1.09562E+11,1.13265E+11,1.20516E+11,1.29611E+11,1.47674E+11,1.5894E+11,1.59253E+11,1.66774E+11,1.89768E+11,1.86315E+11,1.91222E+11,2.01765E+11,1.77479E+11,1.8029E+11,1.92926E+11,NA
Ireland,IRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35784888483,37026583191,39429537363,41291174618,43050274021,45485475075,46119910079,49906954953,53493631784,55137510492,56835375878,58725274646,60066248569,59919505503,62528623812,64458016801,64181923394,67174785598,70679571502,74788825577,81120842272,82686181891,85450607595,87751458843,92802281060,1.01743E+11,1.09252E+11,1.21293E+11,1.31926E+11,1.45817E+11,1.59529E+11,1.67994E+11,1.77904E+11,1.83266E+11,1.95706E+11,2.06939E+11,2.17261E+11,2.28798E+11,2.18539E+11,2.07402E+11,2.10893E+11,2.13594E+11,2.13317E+11,2.15822E+11,2.34877E+11,2.92364E+11,2.97526E+11,3.2523E+11,3.52777E+11,3.71467E+11,3.96047E+11,4.5595E+11,4.9896E+11,NA
Isle of Man,IMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181083233,1186031063,1412628682,1552427314,1736069476,1854907132,1932571664,1963589302,1979298065,2030759730,2111990144,2202805682,2372421856,2576450001,2924270905,3324895932,3501115467,3690175668,3918966493,4154104470,4370118032,4627954966,4984307439,5358130509,5620678957,5738713231,5933829390,6052505941,6494573668,6763570357,7112234596,7084795708,7577352140,7792379385,7964855745,7985156962,7279569961,NA,NA,NA
Israel,ISR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43462E+11,1.51966E+11,1.57727E+11,1.64218E+11,1.69687E+11,1.84402E+11,1.85018E+11,1.84807E+11,1.87383E+11,1.96348E+11,2.04465E+11,2.1588E+11,2.28904E+11,2.36346E+11,2.38433E+11,2.51949E+11,2.6596E+11,2.72842E+11,2.8489E+11,2.96055E+11,3.03414E+11,3.17134E+11,3.30696E+11,3.44157E+11,3.5846E+11,3.51803E+11,3.821E+11,4.08208E+11,NA
Italy,ITA,4.86317E+11,5.2623E+11,5.58876E+11,5.90227E+11,6.0674E+11,6.26568E+11,6.64067E+11,7.11738E+11,7.58318E+11,8.04561E+11,8.46951E+11,8.62349E+11,8.94174E+11,9.57891E+11,1.01058E+12,9.89454E+11,1.05996E+12,1.0871E+12,1.12232E+12,1.1892E+12,1.22999E+12,1.24037E+12,1.2455E+12,1.26007E+12,1.30072E+12,1.33711E+12,1.37535E+12,1.41925E+12,1.47878E+12,1.52889E+12,1.55925E+12,1.58324E+12,1.59644E+12,1.58283E+12,1.61688E+12,1.66355E+12,1.68463E+12,1.71546E+12,1.74652E+12,1.77491E+12,1.84213E+12,1.87808E+12,1.88284E+12,1.88545E+12,1.9123E+12,1.92794E+12,1.96246E+12,1.99164E+12,1.97248E+12,1.86832E+12,1.90033E+12,1.91377E+12,1.85672E+12,1.82254E+12,1.82245E+12,1.83664E+12,1.86039E+12,1.89142E+12,1.90893E+12,1.91816E+12,1.74602E+12,1.89118E+12,1.96162E+12,NA
Jamaica,JAM,NA,NA,NA,NA,NA,NA,7024390251,7151436079,7562224022,7983793349,8946990835,9166914442,10817743298,10224335006,9791921161,9766844809,9113028280,8876312932,8871546324,8777504268,8275943696,8494382926,8670151384,8835671371,8699394765,8443316286,8602269161,9277577813,9646296775,10338255001,10772517032,11293717126,11514570564,12598909485,12773201514,13073366262,13058497765,12909570838,12608189995,12740282707,12852232023,13025085491,13285234344,13772313228,13954620795,14079346908,14487524823,14694979519,14575694977,13942337032,13739176657,13976916110,13891148715,13963061249,14059381567,14188936958,14384066492,14527493336,14802051873,14934129347,13452615561,14071627509,14806380333,NA
Japan,JPN,5.83595E+11,6.53881E+11,7.12135E+11,7.72478E+11,8.62679E+11,9.12884E+11,1.01E+12,1.12193E+12,1.26646E+12,1.42449E+12,1.45946E+12,1.52804E+12,1.65661E+12,1.78967E+12,1.76775E+12,1.8224E+12,1.89484E+12,1.97803E+12,2.08231E+12,2.1965E+12,2.25839E+12,2.35461E+12,2.43184E+12,2.52012E+12,2.63128E+12,2.76705E+12,2.85819E+12,2.99107E+12,3.19032E+12,3.34747E+12,3.50952E+12,3.63317E+12,3.66589E+12,3.64906E+12,3.68859E+12,3.78564E+12,3.90427E+12,3.94258E+12,3.8925E+12,3.8795E+12,3.98676E+12,4.00215E+12,4.00383E+12,4.06529E+12,4.15416E+12,4.2291E+12,4.28714E+12,4.35076E+12,4.29749E+12,4.05283E+12,4.21891E+12,4.21991E+12,4.27793E+12,4.3637E+12,4.37663E+12,4.44493E+12,4.47844E+12,4.55347E+12,4.58276E+12,4.56433E+12,4.37504E+12,4.48702E+12,4.52985E+12,NA
Jordan,JOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5730509541,6206050653,7117071955,8597629977,9559261689,11201420243,11988425688,11722313981,12225399096,11894464001,12549210741,12840763338,13028517104,11630658935,11598569493,11785136086,13476276723,14080955882,14780987323,15697537789,16025148664,16555336763,17054012096,17632063087,18380669692,19349323187,20468450875,21320279754,23146833798,25032512559,27058387611,29270727369,31384186979,32960837542,33723826288,34646908078,35488605512,36414839440,37647146046,38587017887,39356512808,40330034783,41103997444,41823826702,41362613666,42874682706,43915711449,NA
Kazakhstan,KAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95326487410,84840573793,80344023383,72952373230,63760374204,58532023519,58824683638,59824703259,58688033898,60272610812,66179326673,75113535772,82474662278,90144805870,98798707234,1.08382E+11,1.19979E+11,1.30657E+11,1.34969E+11,1.36589E+11,1.46559E+11,1.57405E+11,1.6496E+11,1.74858E+11,1.82202E+11,1.84388E+11,1.86417E+11,1.9406E+11,2.02016E+11,2.11107E+11,2.05829E+11,2.1468E+11,2.2155E+11,NA
Kenya,KEN,6102055404,5627642874,6159869250,6700603529,7033252800,7174557472,8231266933,8507938914,9187101300,9918323314,9456581037,11553473096,13527086975,14324722508,14907110912,15038621918,15362548496,16814892774,17977221152,19346227179,20428063600,21198925608,21518282813,21799967946,22182604684,23136581312,24797222251,26269459979,27899002871,29207563409,30431959354,30869676465,30622875267,30731034422,31540116339,32929842157,34295389782,34458259247,35592009622,36412543752,36630908099,38015522174,38223413680,39344305939,41352557259,43795114732,46629751037,49824229273,49939962360,51591446860,55748929986,58603891851,61281315912,63608687383,66801914097,70120446897,73074983895,75879571212,80165208728,84264984851,84035138347,90413816677,94795844230,NA
Kiribati,KIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102299750.1,99957024.09,112031059.8,135456623.2,196822203.5,207341208.5,151839631.7,144835831.9,146370502.8,129413488.5,108050256.2,108050256.2,109014990.6,106120787.3,108050256.2,103226584,104191318.5,105156052.9,114803397.2,110944459.5,109979725,109979725,110944459.5,111909193.9,113838662.8,113838662.8,115768131.6,117697600.5,125415475.9,123486007.1,131203882.5,129274413.6,134170633.8,136862532.3,134632548.7,141299056.5,141229402.7,144103346.6,141089516.2,142222210.9,140628952,143107644.2,150457859.3,156719275.2,155001179.6,170292316.8,169477984.5,169793259.7,178475869.6,174616931.9,171722728.6,185229010.6,188123213.9,NA
Korea (the Democratic People's Republic of),PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korea (the Republic of),KOR,25704085715,27486919212,28557609626,31133668302,34083217465,36577575097,40964673583,44684104770,50567110467,57930372849,63753959605,70477142055,75561617309,86819030861,95077114202,1.02531E+11,1.16087E+11,1.30408E+11,1.44691E+11,1.57238E+11,1.5465E+11,1.65856E+11,1.79686E+11,2.03721E+11,2.25216E+11,2.42871E+11,2.70381E+11,3.04784E+11,3.41321E+11,3.65462E+11,4.01561E+11,4.44841E+11,4.72415E+11,5.04905E+11,5.51703E+11,6.04747E+11,6.52466E+11,6.92727E+11,6.57194E+11,7.32554E+11,7.98929E+11,8.37696E+11,9.0241E+11,9.30811E+11,9.79189E+11,1.02138E+12,1.07515E+12,1.1375E+12,1.17177E+12,1.18106E+12,1.26143E+12,1.30792E+12,1.33935E+12,1.38173E+12,1.42598E+12,1.46604E+12,1.50924E+12,1.55693E+12,1.60219E+12,1.63815E+12,1.62653E+12,1.69654E+12,1.74087E+12,NA
Kuwait,KWT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36595052417,49033881836,53170461330,55753637201,56091017602,57478330908,59583218842,58517269620,61264410751,61395107697,63245730085,74203698192,81802378058,90480829144,97280258063,1.03109E+11,1.05666E+11,98188761223,95861428246,1.05091E+11,1.12055E+11,1.13342E+11,1.1391E+11,1.14586E+11,1.17938E+11,1.12381E+11,1.15116E+11,1.14481E+11,1.04343E+11,1.0554E+11,1.14892E+11,NA
Kyrgyzstan,KGZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4159487047,4296748804,4863920938,4999612218,5284729935,4864914940,4191715901,3543704782,2831946048,2678346337,2868093848,3152472635,3219362911,3337056039,3518703233,3705955298,3705313256,3965807642,4244477505,4237027793,4368498475,4741693829,5140072739,5288430380,5263491909,5576999925,5572083788,6180302892,6429000668,6678177512,6967733666,7297999868,7572252144,7920623120,7354379549,7759385792,8250690928,NA
Lao People's Democratic Republic (the),LAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109468110,2216417383,2324692326,2291547040,2245482337,2564130576,2736044728,2853600631,3012256768,3190358153,3450660066,3693284751,3949167474,4220557868,4388013063,4708617800,4981660297,5268176149,5579985992,5918523870,6294805595,6742213206,7323342511,7879684304,8496261938,9133632385,9912448589,10709275903,11568812929,12497360587,13448655106,14426381187,15439522315,16503696158,17534840493,18491845636,18584865506,19054756139,19570649662,NA
Latvia,LVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12350288664,12669916028,13789545457,14663242478,15067386986,15922572894,16929438090,18129418443,19656434377,21284802095,23566610772,26387966693,29011437660,28068821027,24066167842,22993883547,23585679970,25246641848,25753586055,26243463734,27263090547,27908848130,28833322008,29983921271,30160077523,29100311862,31059267822,32102385242,NA
Lebanon,LBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13590690652,7821290497,9896526026,14790098776,17221346343,19075339625,20621442059,21951290517,24428699054,24686413686,25591349425,25456845224,25798443406,26789018311,27706046545,28600147894,30510478932,31329923063,31815384921,34777595316,37931620044,41812842420,45147473284,45539055324,46707037069,48494923363,49699566407,49929337837,50705514063,51163399288,50199119756,46727888411,36728167163,34156740537,NA,NA
Lesotho,LSO,193508327,197116861,227338452.1,251470587.9,272219723.2,278083623.4,276955934.8,307177536.8,306049826.5,310786059.8,317552093.5,333790811.2,333114189.4,421072594.9,467306740.3,404157255.4,448813112.6,546694921.2,646832345.9,665551148.7,647283238.9,651779515.2,680830657.1,694353079.7,732784813.2,751912323.9,787138333.8,792882304.4,861085398.6,910987402,966060902.4,1033362570,1105247042,1144038632,1212450691,1252351698,1322446270,1371424438,1392512223,1399140931,1453365292,1505128092,1516022750,1585150004,1611976674,1667849760,1738401386,1811204149,1911244555,1887282177,1986735735,2078451680,2210102550,2249719203,2288201773,2359686725,2444845631,2368122099,2333058898,2299976266,2128427544,2167860464,2192029733,NA
Liberia,LBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210291804,2274838397,2360440967,1648882905,1692081112,1781443511,1924741223,2108270598,2258921103,2378656131,2523749999,2730716886,2949005327,3205193908,3227674917,3227075700,3176896008,3254893759,3292571599,3211334058,3115556300,3270920146,3428189417,NA
Libya,LBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55536342154,57579674356,56564637475,56022240675,63314116389,66138963696,73990159042,78799908139,83709128851,83573479682,79896094670,83912669230,41672277527,77854961104,63842655120,49131516065,48717506273,47991156941,63584348721,68633815750,60949783353,42794581187,56220317777,55524882597,NA
Liechtenstein,LIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6268515276,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,LTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17913320836,18837373099,20402932402,21928206401,21677880322,22478991900,23945995391,25562688814,28263631520,30120407999,32449428669,34855268684,38726810731,39739293391,33842535274,34401356974,36478857729,37881055682,39225860753,40613283323,41435533340,42479223269,44298437190,46067411257,48216768505,48204901155,51234439417,52484649638,NA
Luxembourg,LUX,8012571679,8319451822,8432486356,8722488714,9408584745,9339437894,9442723122,9463188413,9859116143,10842351791,12045251394,12366526385,13182494340,14278311404,14879781670,13901975726,14254298216,14478058119,15068034942,15421472492,15551149030,15465469116,15640430423,16107934774,17104522553,17582030272,19337409478,20101425602,21802666127,23938905604,25212438895,27391849518,27890285979,29061859474,30172289931,30604417465,31032290016,32714188402,34897700895,37750651304,40369840661,41610952876,42953079582,44078183348,45943524157,47084244317,49917169128,53959794735,53797820276,52055333610,54012829451,54576884724,55477349853,57236975164,58738350256,60071584216,63062062077,63892707778,64671765569,66557495897,65951935966,70679635854,71655146216,NA
Macao,MAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5862889256,6450546444,6996228119,7047479989,7519182720,8593964582,9265224934,9730782079,10507329077,10891834057,12340337134,12980289782,13532348952,13978309794,13919752793,13880908050,13246405261,12934023954,13677292023,14072348859,15326280357,17110355633,21666901976,23416654732,26552179204,30396069455,31426904578,31827411272,39823282765,48431741654,52907931559,58597005083,57396760499,45048190598,44742302741,49153906013,52302301430,50961520043,23271131889,28748124711,22581086915,NA
Madagascar,MDG,4151435155,4236482815,4332696293,4292428143,4462516417,4442334514,4534048838,4784716703,5111454772,5301663360,5581403272,5800716981,5726895808,5576938282,5688860706,5760465920,5583685378,5715683721,5563543311,6111811048,6170038735,5565374939,5459632815,5508769511,5605733877,5670555452,5781711091,5849641181,6048934315,6295421170,6492398920,6082965418,6154798241,6284044276,6281398611,6386837686,6524423229,6765402319,7030408176,7360783017,7688842733,8148653657,7137571065,7835974695,8247912168,8640170094,9106610407,9626649241,10272850830,9864124029,9925206606,10081868752,10385448753,10624353147,10979121878,11323020701,11775165457,12238318934,12629254472,13186360203,12245161113,12947986308,13439517646,NA
Malawi,MWI,944667422.1,1016836214,1023632389,1009392859,1036253845,1177355282,1333343511,1430431584,1402923252,1485448247,1492567971,1734641057,1842732595,1885127636,2020403709,2143382123,2250502601,2361183025,2591281917,2705198653,2716201952,2572511629,2636913268,2734972403,2881575239,3013291524,3006818902,3055686904,3152774981,3195170016,3377048507,3671872668,3402615041,3732391067,3350187440,3910634176,4196762834,4355921669,4525595860,4663277074,4736773940,4501121160,4577640221,4838823865,5101112194,5267853576,5515442682,6044925173,6506741521,7048630103,7533157578,7904743382,8054933506,8490733601,8968360291,9219474379,9449961239,9827959688,10259573044,10818533187,10905081272,11205123963,11308596144,NA
